             1	             1	2.7000000000000000e+01
             2	            10	2.7000000000000000e+01
             3	            10	2.7000000000000000e+01
             4	            10	2.7000000000000000e+01
             5	            10	1.2000000000000000e+01
             6	            10	2.7000000000000000e+01
             2	            11	2.7000000000000000e+01
             3	            11	2.7000000000000000e+01
             4	            11	2.7000000000000000e+01
             5	            11	1.2000000000000000e+01
             6	            11	2.7000000000000000e+01
             2	            12	2.7000000000000000e+01
             3	            12	2.7000000000000000e+01
             4	            12	2.7000000000000000e+01
             5	            12	1.2000000000000000e+01
             6	            12	2.7000000000000000e+01
             2	            13	2.7000000000000000e+01
             3	            13	1.5000000000000000e+01
             4	            13	2.7000000000000000e+01
             5	            13	1.1000000000000000e+01
             6	            13	2.7000000000000000e+01
             7	            13	2.7000000000000000e+01
             8	            13	2.7000000000000000e+01
             2	            15	2.7000000000000000e+01
             3	            15	2.7000000000000000e+01
             4	            15	2.7000000000000000e+01
             5	            15	1.2000000000000000e+01
             6	            15	2.7000000000000000e+01
             7	            15	2.7000000000000000e+01
             8	            15	2.7000000000000000e+01
             9	            15	2.7000000000000000e+01
             2	            20	2.7000000000000000e+01
             3	            20	2.0000000000000000e+01
             4	            20	2.7000000000000000e+01
             5	            20	8.0000000000000000e+00
             6	            20	2.7000000000000000e+01
             7	            20	2.7000000000000000e+01
             8	            20	2.7000000000000000e+01
             9	            20	2.7000000000000000e+01
            10	            20	2.6000000000000000e+01
             2	            30	2.7000000000000000e+01
             3	            30	2.7000000000000000e+01
             4	            30	2.7000000000000000e+01
             5	            30	1.2000000000000000e+01
             6	            30	2.7000000000000000e+01
             7	            30	2.7000000000000000e+01
             8	            30	2.7000000000000000e+01
             9	            30	2.7000000000000000e+01
            10	            30	2.8000000000000000e+01
            11	            30	2.7000000000000000e+01
            12	            30	2.7000000000000000e+01
            13	            30	2.7000000000000000e+01
            14	            30	2.7000000000000000e+01
            15	            30	2.7000000000000000e+01
            16	           100	1.2000000000000000e+01
            17	           100	4.0000000000000000e+00
            18	           100	1.0000000000000000e+01
            19	           100	1.1000000000000000e+01
            20	           100	1.0000000000000000e+01
            21	           100	2.6000000000000000e+01
            22	           100	7.0000000000000000e+00
            23	           100	2.7000000000000000e+01
            24	           100	2.7000000000000000e+01
            25	           200	1.6000000000000000e+01
            26	           200	1.7000000000000000e+01
            27	           200	2.7000000000000000e+01
            28	           200	2.6000000000000000e+01
            29	           200	1.5000000000000000e+01
            30	           200	2.7000000000000000e+01
            31	           200	2.7000000000000000e+01
            32	           200	2.7000000000000000e+01
            33	           200	2.6000000000000000e+01
            34	           200	2.7000000000000000e+01
            35	           200	2.5000000000000000e+01
            36	           200	2.7000000000000000e+01
            37	           200	2.1000000000000000e+01
            38	           200	2.6000000000000000e+01
            39	           200	2.7000000000000000e+01
            40	           200	2.7000000000000000e+01
            41	           200	2.7000000000000000e+01
            42	           200	2.7000000000000000e+01
            43	           200	2.7000000000000000e+01
            44	           200	2.7000000000000000e+01
            25	           201	2.0000000000000000e+01
            26	           201	2.1000000000000000e+01
            27	           201	2.7000000000000000e+01
            28	           201	1.9000000000000000e+01
            29	           201	1.5000000000000000e+01
            30	           201	2.5000000000000000e+01
            31	           201	2.7000000000000000e+01
            32	           201	2.7000000000000000e+01
            33	           201	2.5000000000000000e+01
            34	           201	2.7000000000000000e+01
            35	           201	2.7000000000000000e+01
            36	           201	1.5000000000000000e+01
            37	           201	2.1000000000000000e+01
            38	           201	2.7000000000000000e+01
            39	           201	2.7000000000000000e+01
            40	           201	2.7000000000000000e+01
            41	           201	2.7000000000000000e+01
            42	           201	2.7000000000000000e+01
            43	           201	2.7000000000000000e+01
            44	           201	2.7000000000000000e+01
