1	1	0	0	1	21	22	2	0	0	0
1	1	0	0	1	25	26	1	0	0	0
1	1	0	0	1	34	35	1	0	0	0
1	1	0	0	1	60	61	1	0	0	0
1	1	0	0	1	69	70	1	0	0	0
1	1	0	0	1	72	73	1	0	0	0
1	1	0	0	1	75	76	1	0	0	0
1	1	0	0	1	81	82	0	1	0	0
1	1	0	0	1	84	85	1	0	0	0
1	1	0	0	1	89	90	1	0	0	0
1	1	0	0	1	105	106	0	0	1	0
1	1	0	0	1	108	109	1	0	0	0
1	1	0	0	1	114	115	0	0	1	0
1	1	0	0	1	124	125	0	1	0	0
1	1	0	0	1	152	153	1	0	0	0
1	1	0	0	1	153	154	1	0	0	0
1	1	0	0	1	166	167	1	0	0	0
1	1	0	0	1	194	195	1	0	0	0
1	1	0	0	1	207	208	1	0	0	0
1	1	0	0	1	216	217	1	0	0	0
1	1	0	0	1	237	238	0	0	0	1
1	1	0	0	1	247	248	1	0	0	0
1	1	0	0	1	261	262	0	0	1	0
1	1	0	0	1	272	273	1	0	0	0
1	1	0	0	1	291	292	1	0	0	0
1	1	0	0	1	310	311	1	0	0	0
1	1	0	0	1	333	334	1	0	0	0
1	1	0	0	1	353	354	0	1	0	0
1	1	0	0	1	360	361	0	0	1	0
1	1	0	0	1	363	364	2	0	0	0
1	1	0	0	1	379	380	0	0	1	0
1	1	0	0	1	405	406	1	0	0	0
1	1	0	0	1	416	417	1	0	0	0
1	1	0	0	1	425	426	0	0	1	0
1	1	0	0	1	429	430	0	0	2	0
1	1	0	0	1	441	442	0	0	1	0
1	1	0	0	1	446	447	0	1	0	0
1	1	0	0	1	448	449	1	0	0	0
1	1	0	0	1	450	451	0	1	0	0
1	1	0	0	1	456	457	1	0	0	0
1	1	0	0	1	463	464	0	0	1	0
1	1	0	0	1	484	485	1	0	0	0
1	1	0	0	1	487	488	0	0	1	0
1	1	0	0	1	522	523	0	0	1	0
1	1	0	0	1	529	530	2	0	0	0
1	1	0	0	1	533	534	0	1	0	0
1	1	0	0	1	544	545	1	0	0	0
1	1	0	0	1	564	565	0	0	0	1
1	1	0	0	1	576	577	1	0	0	0
1	1	0	0	1	578	579	1	0	0	0
